f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,grid_failure_flag
-1.06918,-0.361994,-0.696021,-0.497568,1.39541,-1.40743,0.622624,-1.03302,-1.64427,-1.31312,-0.00183575,-0.879123,-1.41515,-0.000786814,-1.71354,0.0438012,1.11413,-1.0369,-1.40563,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.0892056,0.65993,-0.800942,-1.04635,0.733887,0.487115,1.17323,-1.46101,0.379122,1.26197,-1.15768,-0.979021,-0.00169614,0.890936,0.0560688,0.158065,0.0129653,-0.782366,-0.784381,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1.06894,-0.343112,1.05473,-0.0923139,0.415931,0.604026,0.68832,0.447116,-0.440598,-0.871125,1.15401,0.927782,-1.41515,-1.33837,-1.08444,-1.10847,1.4714,0.515434,-0.421685,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-1.51462,-0.168158,0.0526331,1.0339,1.01568,0.843645,0.710575,1.06777,1.18536,-1.65903,-0.00183575,-0.173056,-0.00169614,-0.446648,1.56536,0.192088,1.08222,1.13706,0.774253,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1.06894,-1.41408,0.874269,-1.14457,0.349369,-1.11498,0.00181635,1.38235,1.42283,1.68475,0.576085,0.732957,0.705029,-0.446648,0.610972,-0.44804,-0.860811,0.651807,0.0229944,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.0889709,-1.1013,1.49628,-1.44837,0.318184,-0.712619,-1.43586,-1.05725,-1.65623,-0.467566,0.576085,0.269441,0.705029,0.890936,-0.259518,0.887992,-0.89209,1.67301,0.548935,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.445324,-1.15372,-1.1194,1.71085,0.679634,-0.786772,0.00181635,0.185114,-0.022748,-0.236961,1.15401,0.237531,-0.708422,-0.000786814,1.38527,1.59285,0.927072,-0.658518,0.893406,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.267382,0.500469,-0.522463,1.28231,-0.348431,-0.546321,0.00181635,-1.44593,0.971906,-1.50529,1.15401,-1.69815,0.705029,-1.78423,1.60335,-1.71792,-1.69558,-0.572222,-1.6395,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0.445324,0.207296,-0.753904,0.0827637,0.010074,-0.396995,-0.0429484,0.541931,1.38679,-0.525217,-0.00183575,1.4368,-0.708422,0.445075,-0.848592,-1.38587,-0.732326,-0.521808,0.326405,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.15803,0.745988,-0.534986,0.220166,-0.085871,0.471951,1.41785,-1.40191,-1.03596,-1.67824,1.15401,1.36598,-0.00169614,-1.78423,-0.0813813,0.00195865,0.51766,0.510744,-1.30979,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.979853,-0.659375,-1.32751,0.658669,0.677666,-0.0536564,0.55477,0.735202,-0.0529588,-0.813474,1.73193,-0.000744787,1.41175,-0.89251,0.951415,-0.758951,-0.863906,-1.20736,1.1263,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.42529,2.10257,-0.859924,-0.730819,0.720541,-0.900298,-0.663665,1.51119,0.450745,-0.198527,1.15401,0.46992,-0.00169614,-0.446648,-0.466734,0.831359,1.55878,-0.652537,0.867971,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.267147,-0.318623,-0.223901,0.472117,0.453432,0.0787006,-1.46669,0.336141,0.589387,0.454855,-0.00183575,-0.000744787,-0.708422,-0.000786814,0.929164,-0.689319,-0.349929,-1.06374,1.44489,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.445324,0.284511,-1.32292,1.08284,1.05599,0.160431,0.00181635,1.26152,0.741912,-0.506,0.576085,1.22274,-1.41515,-0.000786814,-1.12243,1.23906,-0.835735,-0.179349,-0.56217,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.890765,2.08297,1.34805,-0.0507692,-1.61586,-0.0617573,0.0348052,-0.686923,0.69488,1.30041,-1.15768,1.42856,0.705029,-0.446648,1.00948,-1.55677,-0.385338,-0.129241,1.27344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
-0.623735,-0.454294,1.15628,0.189984,0.181543,0.263126,0.287798,-1.25011,0.127854,-0.064007,1.15401,-1.3179,-0.00169614,-0.446648,0.339873,-0.37384,0.681908,-0.19661,-0.648347,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.801677,1.38688,0.0363949,-0.597047,0.235453,0.863049,0.00181635,1.59386,1.45385,0.858414,-1.15768,1.35808,-0.708422,-0.446648,0.603079,1.67442,-0.59551,1.04143,-0.0541849,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.35647,0.374588,-1.52996,1.51198,-0.584148,-1.34597,-1.34891,-0.7728,1.25138,-0.17931,-0.579756,-1.79613,0.705029,-0.000786814,-1.46905,-1.08881,-1.27606,-0.715493,-0.302666,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1.60347,-0.316926,-1.05723,-0.493877,0.629272,0.297275,-0.310715,-0.394438,-1.02335,-0.525217,1.15401,1.37501,-0.708422,-2.23009,-1.14425,0.377614,1.21287,-0.353937,0.44873,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.6235,1.18044,1.09656,0.307156,-0.046631,-2.22014,1.01662,0.994455,0.458875,-1.2939,-0.579756,0.748713,0.705029,0.890936,1.56458,-0.22306,0.213026,0.487668,1.05793,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.534412,0.0347427,0.680778,-0.134662,-1.69012,-0.821671,-0.289494,0.596393,0.29766,-0.140875,-0.579756,1.02539,1.41175,0.445075,1.27984,1.02833,0.994297,2.4121,-0.597564,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.801912,-0.468416,1.12703,-1.61688,-1.12305,1.50554,-0.183185,-1.39804,-1.00497,1.31962,-1.15768,-0.514529,1.41175,-0.446648,-0.561462,0.244282,0.423237,4.58008,-1.41838,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.51438,-0.477209,-1.57986,-1.59598,-0.426992,0.773574,1.73316,-0.537233,-1.41323,-0.275395,-1.15768,-1.61176,0.705029,-0.89251,0.102365,-1.50068,0.228696,2.39965,1.65461,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-1.51462,-0.439868,-0.69311,1.63605,1.12059,-0.313549,-1.10924,1.08847,0.759788,1.66553,-0.579756,-1.02007,-0.708422,-1.33837,1.41842,-0.954441,1.36533,0.91679,0.0508945,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0.534412,-0.160762,-0.874508,0.641002,1.85924,0.893515,-0.193037,-0.711149,1.20013,1.26197,0.576085,-1.46773,1.41175,0.445075,1.0082,0.677222,0.904913,-0.063046,0.492602,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1.24712,-0.38408,0.579487,1.11772,0.767804,0.367057,-0.124731,0.883872,0.699677,-1.33234,-0.579756,1.37625,1.41175,1.3368,0.347934,1.62197,0.643496,-0.442586,-0.0858708,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.15803,1.45833,-1.13674,1.01846,-0.838613,-0.279333,-1.37817,0.0257683,-0.366608,-0.467566,-1.15768,-0.000744787,-0.708422,1.78266,-1.7127,-0.115958,0.653331,-0.649512,1.0537,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
-0.445559,0.152573,-1.508,-1.63422,-0.213871,-0.141447,-0.606666,-0.747465,-0.0390413,0.762328,-0.00183575,-0.59273,4.23866,1.78266,-0.731334,-0.822146,-0.249151,0.44497,-1.25241,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-1.60371,-0.120964,0.907988,-0.903489,-0.625391,-0.88333,1.17013,-1.65162,1.23723,0.358769,-0.00183575,0.831605,-0.00169614,1.3368,-1.23285,-0.901197,0.636441,-0.582564,-1.40655,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.712589,-0.616626,0.294478,0.742125,0.0697586,-2.3279,-0.427692,-0.8757,-1.10292,-0.217744,-0.579756,1.74299,1.41175,-0.446648,1.02385,0.0558425,-1.202,-0.649196,1.01854,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
-0.000117387,-0.480346,-0.367523,1.10236,0.904521,1.46677,1.1948,-0.759888,1.06153,-0.736606,-1.7356,1.04938,-0.708422,-1.33837,-1.51603,-0.911838,-0.828469,-0.752452,-1.57779,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.60347,-0.308306,-0.225514,0.982509,-0.144139,0.84856,0.00181635,-0.628736,0.221785,0.647026,-0.00183575,-0.450466,-0.708422,0.445075,-1.19933,1.36869,0.93248,-1.04966,0.185926,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
-0.35647,0.590891,-0.183336,-0.452803,1.02974,-1.37859,-1.66447,0.346349,1.37177,-0.140875,-1.15768,1.24422,2.11848,-0.446648,0.0619751,0.536859,-0.503799,-1.12818,-1.61916,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-1.42553,0.325802,-0.350941,0.758543,1.47401,-1.37169,0.931385,0.774297,-1.18525,1.55023,-1.15768,0.239377,1.41175,-1.33837,0.104093,-1.20786,-0.144006,3.54275,1.4755,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
-1.06918,-0.0647445,-0.974628,-0.181304,0.00853821,0.416482,-0.0900198,-1.65804,0.393506,-0.698171,0.576085,1.70936,-0.708422,1.3368,0.770808,-1.47923,1.18217,-0.616469,-1.58269,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.000117387,3.52323,1.28792,1.44559,-0.208198,0.203562,-1.09616,0.211783,1.29082,0.589374,-0.579756,0.749235,-0.708422,-0.446648,-1.06692,1.04689,-1.34462,1.37333,-0.382582,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0.534412,1.69275,-1.51741,0.387916,-1.58526,1.39858,-0.884206,-1.4319,0.648618,-0.121658,1.73193,-1.10135,-0.708422,-0.000786814,1.37372,-0.492546,0.657793,1.17711,-1.06671,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1.06894,1.67651,-0.236298,-0.600485,-1.87286,0.413051,0.92572,-0.812723,1.18804,-1.14016,-0.579756,0.523819,-0.00169614,-0.89251,1.52209,-0.783034,-0.575816,0.651587,-1.09954,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.623735,-0.0102256,-0.222033,-1.36391,1.21142,-0.0990905,-0.80893,-0.185428,0.655999,-0.160092,-0.00183575,-1.07136,-0.708422,-0.89251,0.280257,0.414725,0.176197,-0.601695,-0.229101,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-1.33644,0.880524,-0.871827,0.456586,0.163638,0.220737,1.57352,0.684262,-1.43251,0.627809,-0.579756,1.61787,-0.708422,-0.89251,-1.34834,-0.721175,-0.599141,-0.810315,1.73256,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.623735,-0.968787,1.00236,0.638001,-1.22279,0.544362,1.25921,1.46613,1.33644,-1.62059,-0.00183575,-0.17965,1.41175,1.3368,-1.60656,0.231594,-0.155151,1.45981,1.26469,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
-0.801912,1.4903,-0.204018,1.42485,0.561409,-1.60946,-0.0990729,-0.665676,-0.321721,1.12745,-0.579756,-0.000744787,0.705029,-0.89251,-0.904541,-0.99316,-0.0990569,-0.760127,-1.21008,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1.51438,0.741772,-0.916034,-0.492878,-1.64022,-0.679373,-0.493678,0.413304,1.54101,0.128164,-1.15768,1.45586,-0.708422,0.890936,0.180986,1.14992,-1.69508,-0.659697,0.603848,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1.06894,-0.399513,0.530157,0.617625,-0.342526,-0.0291891,0.586639,0.26062,-1.19998,1.26197,-0.579756,-0.0725631,-0.00169614,-0.446648,1.44882,-0.906363,1.50641,0.711381,0.736861,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.178294,1.70611,-1.19045,-1.66648,0.0909028,-0.886931,-0.824615,0.732127,0.650251,1.5118,0.576085,1.81251,-0.00169614,-0.000786814,1.33762,-0.572833,-1.31186,-1.06019,0.0873504,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0.801677,4.23358,-0.634469,-1.38081,0.258501,0.801979,0.45802,-0.128134,-1.01103,1.49258,-0.579756,-1.51767,1.41175,-1.33837,0.275102,-1.16197,-1.5794,0.412186,0.111001,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
-0.445559,-1.609,1.64021,-1.26856,0.953059,-1.61802,0.203011,-0.846857,-1.24779,-0.506,-0.00183575,0.353514,-0.00169614,-0.446648,-0.344212,-1.18262,-1.14515,-1.20834,-0.308268,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.000117387,0.862279,1.32287,-0.384774,0.624357,-0.788771,0.608088,-0.0130113,1.6685,-0.102441,-0.579756,-0.734136,-0.708422,1.3368,0.896814,1.73764,-1.31707,-0.219217,-0.746347,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1.42529,-0.0248603,0.589884,1.22553,-1.29004,-1.71668,1.60918,-0.9944,-1.70099,-0.333046,-0.579756,-0.000744787,0.705029,-0.446648,-0.457678,-0.00324578,1.02201,-1.00382,0.657046,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.33644,2.36096,-0.856579,-1.07089,1.20892,0.0388802,0.34426,1.39438,0.979653,-0.947994,-1.15768,-0.000744787,2.11848,-0.446648,0.550837,-0.461266,1.35275,-0.255626,0.824465,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1.51438,1.49284,0.622627,-0.563591,-2.01725,-0.322768,0.00181635,-1.00529,-0.0704569,0.339552,1.73193,1.1106,-0.708422,-1.78423,-0.495113,0.654537,1.48998,-0.541275,-1.01314,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1.15803,1.05691,-0.451821,1.15445,0.983538,-0.30514,0.261338,1.26474,1.06962,0.0320785,0.576085,-1.38611,-0.708422,-1.33837,1.02643,1.69279,-0.671877,-1.0518,0.295463,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.178294,-0.149542,-1.09209,0.889646,0.718943,0.283259,-0.64491,-0.258541,-1.36102,-1.02486,0.576085,-1.77628,-0.708422,0.890936,-0.752077,0.124705,-1.3707,0.111318,0.362935,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.0892056,3.10458,-0.886636,1.05712,0.10812,0.554981,0.00181635,1.0492,-0.653046,0.531723,-1.15768,-0.581444,-0.00169614,-0.89251,0.0897134,1.67813,0.540439,1.14619,-1.47092,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1.06894,0.111282,-0.863254,1.49779,-0.876181,-0.493151,-1.46466,-0.630589,-1.01601,-0.851908,-0.579756,-0.163735,-0.708422,-2.23009,1.5352,1.49019,0.650585,-0.603776,0.82207,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0.178059,-1.3943,-0.835725,0.164291,-0.776975,0.179491,1.69856,-0.366082,-0.972345,-1.08251,0.576085,-1.78535,-0.708422,0.890936,-0.872614,-0.137658,-0.341543,-0.695863,-1.01444,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
-1.69279,1.0444,-0.991688,-0.495379,0.357075,-0.494193,1.51545,0.498395,-0.0158324,-1.50529,-0.579756,-0.000744787,-0.00169614,-0.446648,0.392149,1.05678,0.936665,0.131774,-0.340872,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.445324,0.0984968,1.45974,-0.136362,1.58457,-0.134233,1.31719,-0.0955949,1.28121,0.320335,-0.579756,1.59893,-0.708422,-0.000786814,-0.985812,-0.672568,-0.971556,1.56741,1.37557,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
-0.000117387,-0.43878,0.00488438,1.57952,-1.96334,0.413304,-1.63947,-0.75502,-0.328563,-0.890342,0.576085,-0.855955,-0.00169614,-0.446648,-1.49594,0.219316,0.515543,-0.280157,-0.530576,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1.33621,0.388782,-0.749763,-0.687839,0.696178,0.335434,-1.44578,0.80527,1.44869,-0.506,1.15401,-0.173879,-0.708422,-0.89251,-0.13452,-0.620499,-1.34677,0.644102,0.864211,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.24735,0.437123,0.796339,0.830189,1.28601,0.542901,1.01183,-1.71839,-1.30193,-0.275395,-0.579756,-1.32926,-1.41515,-0.000786814,0.303461,0.158772,-0.651502,-0.729567,-1.11843,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1.24735,-0.110471,1.72435,0.0610864,0.703377,-0.222208,-1.17146,-0.384041,1.32677,0.320335,-1.15768,0.400846,-0.708422,-1.33837,0.639129,0.0457137,0.810812,0.00367436,-1.09058,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1.51438,-0.822774,-1.69699,-1.12642,-0.999316,-0.110227,-0.53768,1.50165,0.692397,0.839197,-0.579756,1.56529,-1.41515,0.445075,-1.17575,1.59771,-1.23847,-0.954356,-1.38759,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.51462,-1.66662,0.613126,1.01444,-2.5542,-0.558627,0.855357,-1.10469,1.01009,-1.15938,-0.00183575,0.399846,-1.41515,-0.000786814,-0.907634,0.528114,1.39125,-1.11663,-1.57276,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.51438,1.10885,0.446917,0.751253,-0.00701561,0.309272,-0.35627,-1.35765,1.71941,0.339552,-0.00183575,0.548485,0.705029,0.445075,-0.709128,-0.496087,0.531201,-0.236654,0.550642,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.979853,-0.692723,0.369072,1.23884,-2.44232,0.876309,1.77517,0.798848,-0.813773,1.22354,-1.15768,-0.68437,-1.41515,-0.000786814,-0.307858,-0.0333609,1.18512,-0.703017,-0.482036,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1.33621,1.32868,-0.717183,1.03898,-0.834908,1.29375,1.06333,1.15454,0.367382,0.0128614,1.73193,1.13962,-1.41515,-0.89251,0.796515,-0.56004,0.962435,-0.463377,0.395901,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.445559,0.236721,-0.956261,1.15384,-1.20952,-0.0947196,-1.24538,0.935833,1.5384,-1.69746,-0.00183575,-0.354724,1.41175,0.445075,-1.13469,-0.751112,-1.07009,-0.671896,0.448204,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.267382,0.347447,-0.0747138,-0.610093,0.491842,-0.627058,0.898002,0.304422,-0.648697,0.281901,1.15401,-0.114159,-0.00169614,0.445075,-1.02187,1.64411,-0.871935,-0.845965,-0.781895,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.445559,0.879353,1.19315,-0.97955,1.75038,-0.68247,1.31815,-1.71319,0.121905,-0.890342,-0.00183575,-0.913224,-0.00169614,0.890936,0.769039,1.34266,0.106778,0.818945,0.779143,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
-1.33644,0.021519,0.306903,-1.42837,-0.0124186,-0.486701,-1.546,0.407955,1.63537,-0.582869,-0.00183575,0.580589,-0.00169614,-1.78423,0.681405,-0.756281,0.919281,-0.92014,1.18436,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.178059,1.25366,-1.49299,-0.0591128,1.86637,1.4301,0.095368,-1.63678,-1.53976,0.973716,-0.00183575,1.42381,-0.708422,-0.000786814,1.60086,-1.03315,-1.13621,-0.698072,-0.399531,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.801912,-0.033993,0.677809,-0.482215,-1.27945,1.10539,1.05988,-0.478197,0.00975514,1.24276,-0.00183575,0.830144,-0.00169614,-0.000786814,0.792147,0.165774,0.376967,0.713412,-1.25763,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.712589,2.52992,0.829209,0.390833,0.76579,2.25718,0.140623,-0.491252,-0.962188,-0.77504,-0.00183575,-0.574374,-0.00169614,-0.000786814,0.175816,0.894943,1.14023,-0.740987,-0.285496,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
-0.534647,-0.458383,-0.0190444,-1.63521,1.2943,0.126826,-1.46249,1.70895,-0.636264,-0.275395,-0.579756,-0.233272,1.41175,-0.89251,1.25075,-1.49296,-0.662296,0.0386949,1.28155,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1.69256,-0.502828,1.37479,-0.504806,-0.344693,1.9024,-0.557409,-0.925861,0.109179,1.14667,-0.579756,1.63209,1.41175,-0.000786814,1.73465,-1.36548,-1.15158,-1.15583,1.47544,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1.51462,-0.611762,-1.0445,-0.54085,-0.582842,-0.268788,-0.683543,0.746749,0.0440102,1.39649,1.15401,1.15302,-0.708422,-1.33837,1.58816,-1.6316,-0.835802,-0.465814,-1.54544,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.801912,-0.263306,0.874381,1.29859,-1.0592,-0.245073,-0.686226,-0.596354,-0.400456,0.166598,-0.579756,-0.623757,-0.708422,-0.446648,1.42529,-1.15876,-0.99078,1.64172,0.378941,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.890765,1.54413,-0.400433,-0.413733,1.41895,-0.786048,-0.230608,-1.30016,-1.41058,-0.390698,-1.7356,1.62798,-0.708422,-0.446648,0.512913,1.69563,-1.07537,-1.25312,0.787489,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1.60347,1.7091,0.370298,-1.65551,0.215585,-0.363018,-1.30995,-1.30197,-0.767724,1.60788,-0.579756,-1.50291,2.11848,0.445075,0.530899,0.283433,0.833961,0.502555,-0.082984,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
-1.33644,-0.367577,-0.702831,-0.885014,0.329374,0.238218,-0.0105654,-1.39879,-0.626452,-1.69746,0.576085,-0.15284,0.705029,0.890936,0.0790955,0.54185,-1.35006,0.068965,-1.08399,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.178059,-0.836845,0.202325,-1.1478,1.20104,-0.252163,0.555015,0.717122,1.15145,1.30041,-0.579756,0.142486,-0.00169614,-0.89251,1.64236,-1.53485,1.14394,0.32401,0.144572,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.623735,-0.115993,-0.958846,0.692084,-1.89157,-0.551557,-0.30118,1.04265,1.21151,-1.67824,-0.579756,-0.980569,-0.708422,0.890936,0.687955,1.50329,0.495603,-0.261935,-0.497229,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.0889709,0.181782,-1.04382,-0.24921,0.247667,0.699951,-0.000638876,0.534616,-0.997299,-0.794257,-0.00183575,0.79506,-1.41515,-0.446648,1.03849,0.646415,0.0306937,-1.07254,-0.550453,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1.51438,0.577571,-0.372173,-1.26596,2.2943,0.584142,0.89281,0.975799,0.0884969,-1.46686,3.46569,0.86039,-0.00169614,0.445075,-1.32864,-0.732033,0.726757,-0.843119,-1.65471,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.445324,0.793173,-0.0751536,-0.839746,-0.32862,-0.183901,0.979009,-0.936511,-0.393265,-0.429132,1.15401,-0.625715,1.41175,0.890936,-0.650038,0.434671,-1.15902,1.6457,-0.725864,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0889709,1.74795,0.956184,-1.61516,2.29356,0.894997,0.00181635,-0.0281885,-0.562209,-1.60138,1.73193,-0.000744787,0.705029,0.445075,-0.310953,1.55624,0.288311,0.988073,1.58282,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.712589,-0.895936,1.53618,-0.883142,1.02697,-0.739361,-1.82154,0.129637,0.875599,-1.1786,1.15401,0.562128,-0.708422,-0.000786814,-1.21668,-0.253527,-0.991583,-0.671983,0.725279,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
-1.42553,0.0770592,-1.61851,-1.72259,0.946918,2.56915,0.00181635,-1.07011,0.202492,-0.544434,-0.579756,0.442417,-0.708422,0.890936,0.142952,-0.186007,-0.800628,-0.338499,0.596288,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.801677,0.281579,-0.0943084,0.173247,0.484356,0.739722,1.28244,0.980197,1.36718,0.781545,-0.579756,-0.000744787,2.11848,1.3368,0.168509,-0.499618,-0.55058,-1.08119,-1.2766,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1.33621,2.99889,-0.809986,1.40054,-0.200926,-1.72213,0.470749,1.61167,-1.10541,0.0320785,-0.00183575,0.938639,-1.41515,0.445075,1.44176,-0.18479,1.09915,-1.16151,-0.357132,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0.267147,0.431584,-0.17519,-1.72169,-1.03546,-0.189316,-1.44283,-0.0889359,-0.782792,0.454855,0.576085,-0.000744787,0.705029,0.890936,-0.392836,0.23706,-0.309188,-0.140638,-1.63803,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
-1.15826,0.64763,-0.473146,0.778254,0.942014,1.04256,-0.0241453,1.03567,0.68639,0.839197,-1.15768,-0.940021,-0.708422,-1.33837,-0.70208,0.425058,-1.49961,-0.570824,-0.0346716,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
-0.980088,-1.20563,-0.613096,-0.0826323,-0.144233,1.12744,-0.927987,-1.40446,1.63399,0.166598,0.576085,1.57094,-0.708422,-0.000786814,0.523786,0.261828,-1.36729,-0.132546,0.243955,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0.267147,0.0490684,1.16972,0.416488,-0.271376,0.464992,0.340944,0.0423769,1.65471,1.24276,-0.00183575,1.72508,-0.708422,1.3368,0.420412,0.929945,1.44877,-1.01614,1.31038,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
-1.51462,2.23739,1.405,0.86205,0.877766,-0.434337,0.00181635,0.585249,1.24309,-0.0832241,1.15401,-0.769716,2.11848,0.445075,-0.413142,0.376589,-1.5529,-0.192694,0.894742,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
-0.980088,-1.07377,1.41246,-0.534057,-0.88081,-0.87609,-0.0204308,-0.106994,-0.678551,-1.71668,0.576085,1.42772,-0.00169614,0.890936,0.332998,0.363276,-0.737389,0.0615615,0.672585,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
