asset_id,asset_type,substation_region,grid_failure_flag,predicted_failure_prob,expected_impact,risk_score
127354,Circuit Breaker,East,0,0.115,722890.30408,83132.38496920001
127355,Transmission Line,South,1,0.715,1065469.1868,761810.468562
127356,Transformer,East,1,0.705,471030.21651,332076.30263955
127357,Transmission Line,South,0,0.19,215188.9961,40885.909259
127358,Circuit Breaker,West,0,0.04,179130.63079,7165.2252316
127359,Substation,East,0,0.035,1201448.8028,42050.708098
127360,Circuit Breaker,Central,1,0.81,688315.7994,557535.7975140001
127361,Substation,East,1,0.76,44145.64331,33550.6889156
127362,Switchgear,Central,0,0.085,667973.4894000001,56777.74659900001
127363,Substation,North,0,0.005,428888.795342,2144.4439767100002
127364,Switchgear,East,0,0.035,42741.63721,1495.9573023500002
127365,Circuit Breaker,Central,0,0.005,683137.6291,3415.6881455000002
127366,Substation,West,0,0.065,1073950.8718,69806.80666700001
127367,Circuit Breaker,North,0,0.025,480691.4039,12017.2850975
127368,Transformer,North,1,0.975,1246519.7109,1215356.7181275
127369,Switchgear,North,0,0.065,552457.77961,35909.75567465
127370,Transmission Line,South,0,0.195,1193466.2728,232725.923196
127371,Transformer,East,0,0.13,1006463.8136,130840.29576800001
127372,Circuit Breaker,West,1,0.82,222109.89525499998,182130.1141091
127373,Circuit Breaker,West,0,0.19,467631.81751,88850.0453269
127374,Switchgear,West,0,0.12,585888.5763,70306.629156
127375,Switchgear,West,0,0.08,74729.25415299999,5978.340332239999
127376,Switchgear,North,1,0.955,268932.874,256830.89467
127377,Circuit Breaker,North,0,0.18,205760.41372,37036.8744696
127378,Switchgear,West,0,0.085,399459.59109999996,33954.0652435
127379,Transmission Line,West,0,0.03,396297.1949,11888.915847
127380,Substation,North,1,0.5,812293.9334,406146.9667
127381,Circuit Breaker,South,1,0.965,313604.51047,302628.35260354995
127382,Substation,East,1,0.87,959404.4179,834681.843573
127383,Substation,North,0,0.03,751996.7189,22559.901566999997
127384,Transformer,Central,0,0.005,247113.05886,1235.5652943
127385,Transformer,North,0,0.03,568043.5799,17041.307397
127386,Substation,South,0,0.005,569891.3044,2849.456522
127387,Transformer,North,1,0.65,561659.0898,365078.40836999996
127388,Transmission Line,West,0,0.05,266929.8226,13346.491130000002
127389,Circuit Breaker,East,0,0.115,848348.11133,97560.03280295001
127390,Substation,Central,1,0.98,537554.03613,526802.9554074
127391,Switchgear,Central,1,1.0,583054.1406,583054.1406
127392,Substation,South,1,0.88,1086517.5542000001,956135.4476960001
127393,Substation,North,0,0.06,992969.1531,59578.149185999995
127394,Circuit Breaker,South,0,0.12,438334.2309,52600.107708
127395,Circuit Breaker,West,0,0.115,359626.439,41357.040485000005
127396,Transformer,South,1,0.91,838318.7823000001,762870.0918930001
127397,Circuit Breaker,West,1,0.945,676070.5270199999,638886.6480338998
127398,Transmission Line,Central,1,0.97,1128654.1584,1094794.533648
127399,Transmission Line,North,0,0.045,1248390.7104,56177.581968
127400,Circuit Breaker,Central,0,0.04,1023917.3775,40956.6951
127401,Substation,East,1,0.585,1393015.1087,814913.8385894999
127402,Transmission Line,East,0,0.34,211169.27286,71797.5527724
127403,Transmission Line,Central,0,0.025,784646.17629,19616.15440725
127404,Transformer,West,1,0.98,877784.0127999999,860228.3325439999
127405,Switchgear,East,0,0.21,496553.1008,104276.151168
127406,Substation,North,1,0.73,499532.66359999997,364658.844428
127407,Transmission Line,West,0,0.145,776390.4044,112576.60863799999
127408,Transmission Line,West,0,0.27,1035947.4998000001,279705.82494600007
127409,Circuit Breaker,East,0,0.01,809456.5673,8094.565673
127410,Transmission Line,East,0,0.135,274791.67365,37096.875942750004
127411,Circuit Breaker,North,1,0.81,328819.3887,266343.704847
127412,Transformer,East,0,0.16,97756.50228,15641.040364800001
127413,Transmission Line,West,0,0.275,306516.12950000004,84291.93561250002
127414,Circuit Breaker,North,0,0.035,555925.0208,19457.375728000003
127415,Transformer,South,0,0.13,1119026.3784,145473.429192
127416,Switchgear,West,0,0.42,692332.0725,290779.47044999996
127417,Circuit Breaker,Central,1,0.86,289486.62578,248958.4981708
127418,Circuit Breaker,Central,1,0.965,1220474.1986,1177757.601649
127419,Transmission Line,North,0,0.08,1268120.3561,101449.628488
127420,Transmission Line,South,0,0.16,812575.9594,130012.15350400002
127421,Substation,North,0,0.335,431225.84957,144460.65960595003
127422,Switchgear,Central,1,0.88,767328.1779,675248.796552
127423,Circuit Breaker,South,1,0.825,445341.58989999996,367406.81166749995
127424,Substation,Central,1,0.94,832210.513,782277.88222
127425,Substation,North,1,0.79,796599.1392000001,629313.319968
127426,Circuit Breaker,East,0,0.055,908957.726,49992.67493
127427,Circuit Breaker,North,0,0.06,278987.18566,16739.2311396
127428,Transformer,Central,1,0.83,549165.1168000001,455807.04694400006
127429,Circuit Breaker,South,1,0.86,684998.5756999999,589098.775102
127430,Transmission Line,West,0,0.01,44763.284422,447.63284422
127431,Substation,Central,0,0.015,1219221.9264,18288.328896
127432,Switchgear,Central,1,0.575,1362332.2544,783341.0462799999
127433,Substation,South,1,0.765,728683.0962,557442.5685930001
127434,Transformer,North,1,0.75,1166449.049,874836.7867500001
127435,Substation,Central,0,0.63,163337.32566,102902.5151658
127436,Transmission Line,Central,0,0.16,1114019.8067,178243.16907200002
127437,Substation,East,0,0.005,918127.9346,4590.639673000001
127438,Switchgear,North,0,0.01,513019.3542,5130.193542
127439,Transmission Line,Central,0,0.005,469498.191,2347.490955
127440,Circuit Breaker,North,1,0.84,252324.4703,211952.55505199998
127441,Transformer,West,0,0.005,530063.0454,2650.3152269999996
127442,Circuit Breaker,Central,0,0.02,252963.75848999998,5059.275169799999
127443,Transformer,North,0,0.18,271475.60211,48865.608379799996
127444,Transmission Line,South,0,0.535,1269730.524,679305.83034
127445,Circuit Breaker,North,0,0.01,492276.95250899997,4922.76952509
127446,Switchgear,East,0,0.155,415865.2736,64459.117408
127447,Circuit Breaker,West,1,0.92,1123166.0858,1033312.7989360001
127448,Substation,South,0,0.13,92409.83293199999,12013.27828116
127449,Transmission Line,South,0,0.015,459551.011,6893.265165
127450,Substation,East,1,0.88,529923.9497,466333.075736
127451,Substation,South,0,0.265,764333.6033000001,202548.40487450003
127452,Transformer,North,1,0.36,808237.5793999999,290965.52858399996
127453,Substation,North,0,0.02,1002041.80822,20040.8361644
127454,Substation,East,0,0.07,558555.9741,39098.918187
127455,Substation,North,1,0.865,163552.52782000002,141472.9365643
127456,Switchgear,South,1,0.995,518228.75690000004,515637.6131155
127457,Transformer,East,1,0.87,376039.13988,327154.0516956
127458,Circuit Breaker,South,0,0.37,1002790.1061,371032.339257
127459,Transmission Line,Central,0,0.02,504287.4768,10085.749536000001
127460,Transformer,East,0,0.26,790248.4299000001,205464.59177400003
127461,Transmission Line,North,1,0.81,639641.41061,518109.54259410006
127462,Substation,North,0,0.12,440904.31,52908.517199999995
127463,Transformer,North,1,0.97,213673.57902,207263.3716494
127464,Substation,North,0,0.115,1055579.188,121391.60662000002
127465,Substation,East,0,0.015,512851.9131,7692.7786965
127466,Switchgear,West,1,0.825,807192.1548,665933.5277099999
127467,Switchgear,West,0,0.545,789394.3743,430219.9339935
127468,Switchgear,North,1,0.935,904712.1571,845905.8668885
127469,Switchgear,East,1,0.98,816025.071203,799704.5697789401
127470,Circuit Breaker,East,0,0.085,1035029.8367,87977.5361195
127471,Circuit Breaker,East,0,0.07,1345715.9929,94200.11950300001
127472,Transformer,South,0,0.085,1123002.126,95455.18071
127473,Switchgear,North,0,0.115,483767.26475000003,55633.23544625001
127474,Switchgear,Central,0,0.03,572281.89,17168.4567
127475,Transmission Line,North,0,0.01,832732.0900000001,8327.3209
127476,Circuit Breaker,East,0,0.055,942658.7333,51846.230331499995
127477,Substation,Central,0,0.04,783194.5586,31327.782344
127478,Circuit Breaker,Central,0,0.05,1033890.4049300001,51694.520246500004
127479,Transmission Line,North,0,0.2,994620.6896,198924.13792
127480,Transformer,South,1,0.935,667183.5207,623816.5918545
127481,Substation,West,0,0.125,1050296.6919,131287.0864875
127482,Substation,West,0,0.11,535147.6953,58866.246483
127483,Switchgear,East,1,0.985,448954.6959,442220.37546149996
127484,Circuit Breaker,Central,1,0.74,1080369.7624,799473.6241759999
127485,Circuit Breaker,East,1,0.84,1364387.5095,1146085.50798
127486,Substation,Central,1,0.74,672374.5096,497557.13710399996
127487,Substation,East,1,0.93,697259.7660000001,648451.58238
127488,Transformer,South,0,0.045,1108038.838,49861.747709999996
127489,Substation,Central,0,0.185,1307941.5416,241969.185196
127490,Switchgear,East,1,0.715,969769.7208,693385.350372
127491,Transformer,Central,0,0.005,1152055.7122,5760.278561
127492,Circuit Breaker,West,0,0.025,477653.3131,11941.332827500002
127493,Substation,Central,0,0.155,253594.05082,39307.0778771
127494,Substation,West,0,0.085,952487.4707,80961.4350095
127495,Substation,South,1,0.77,1301539.3092999998,1002185.2681609999
127496,Transmission Line,West,0,0.07,501752.26759999996,35122.658732
127497,Transmission Line,North,0,0.025,617034.5571,15425.8639275
127498,Substation,Central,0,0.01,340420.84936,3404.2084936
127499,Switchgear,Central,0,0.13,841294.3912000001,109368.27085600002
127500,Switchgear,South,0,0.005,414132.8751,2070.6643755
127501,Transformer,North,1,0.965,919018.9953000001,886853.3304645
127502,Switchgear,West,0,0.16,830574.3223,132891.891568
127503,Transformer,East,1,0.805,1176910.1374000001,947412.6606070001
127504,Circuit Breaker,North,1,0.955,388427.1998,370947.97580899997
127505,Transformer,Central,0,0.195,574665.9709,112059.86432549999
127506,Transformer,East,0,0.2,1329073.2335,265814.64670000004
127507,Circuit Breaker,Central,1,0.8,614926.9321,491941.54568
127508,Transmission Line,Central,0,0.045,675984.1797,30419.288086499997
127509,Switchgear,Central,1,0.82,981537.428,804860.6909599999
127510,Transformer,North,1,0.825,1096871.9882999999,904919.3903474999
127511,Switchgear,South,1,0.94,443441.91293,416835.3981542
127512,Substation,West,1,0.835,129094.10019,107793.57365865
127513,Transformer,Central,1,0.88,1170292.4474,1029857.353712
127514,Transmission Line,North,0,0.19,685219.1228,130191.633332
127515,Switchgear,South,1,0.93,1322824.3917,1230226.6842810002
127516,Transformer,West,1,0.97,710828.0307,689503.189779
127517,Circuit Breaker,North,0,0.005,1108303.8573,5541.5192865
127518,Transmission Line,West,1,0.965,728999.9282900001,703484.93079985
127519,Transformer,North,0,0.08,1232426.8445000001,98594.14756000001
127520,Transmission Line,East,0,0.01,1408220.6402,14082.206402
127521,Circuit Breaker,Central,0,0.04,865359.7504,34614.390016000005
127522,Circuit Breaker,East,0,0.245,789893.1961000001,193523.8330445
127523,Substation,West,1,0.95,764194.9036,725985.1584199999
127524,Transformer,South,1,0.69,962338.9861999999,664013.9004779999
127525,Transformer,North,1,0.785,567382.40076,445395.1845966
127526,Transmission Line,South,0,0.18,821089.9628,147796.193304
127527,Substation,South,0,0.18,339833.216627,61169.97899286
127528,Switchgear,North,0,0.06,199540.51061,11972.4306366
127529,Substation,West,0,0.005,824626.03115,4123.13015575
127530,Transmission Line,Central,0,0.3,1045323.1514999999,313596.94544999994
127531,Substation,Central,1,0.9,1382779.2961,1244501.36649
127532,Switchgear,West,0,0.085,1226004.6323,104210.3937455
127533,Substation,South,0,0.115,1253604.5141,144164.51912150002
127534,Substation,West,0,0.05,927788.2406,46389.41203000001
127535,Circuit Breaker,North,0,0.03,830030.6664,24900.919992
127536,Transformer,Central,0,0.515,161621.35431000002,83234.99746965001
127537,Switchgear,East,1,0.975,1156515.4495,1127602.5632625
127538,Transformer,West,0,0.045,427111.2892,19220.008014
127539,Substation,East,0,0.055,697583.76005,38367.10680275
127540,Circuit Breaker,North,0,0.135,247308.8702,33386.697477
127541,Substation,South,0,0.18,1107680.491,199382.48837999997
127542,Circuit Breaker,Central,1,0.97,1248138.133,1210693.98901
127543,Circuit Breaker,West,1,0.715,245219.60984,175332.0210356
127544,Substation,Central,1,0.925,174006.03402,160955.5814685
127545,Substation,North,0,0.02,1129305.9625000001,22586.119250000003
127546,Transmission Line,South,1,0.915,687619.9538,629172.257727
127547,Substation,East,1,0.79,656929.196209,518974.06500511
127548,Substation,South,0,0.14,786830.1269,110156.21776600002
127549,Circuit Breaker,North,1,0.585,915668.2991000001,535665.9549735
127550,Switchgear,North,0,0.095,783932.0944000001,74473.548968
127551,Transformer,West,0,0.085,773219.7422,65723.67808700001
127552,Circuit Breaker,Central,1,0.885,693884.24293,614087.5549930499
127553,Substation,North,0,0.535,1193747.8644,638655.107454
127554,Transmission Line,North,0,0.47,848913.1184,398989.16564799997
127555,Switchgear,West,0,0.025,1032908.6848,25822.71712
127556,Circuit Breaker,South,1,0.795,863195.8865,686240.7297675001
127557,Substation,Central,1,0.865,748089.0438000001,647097.0228870001
127558,Transformer,North,1,0.7,1324671.9885,927270.39195
127559,Switchgear,North,0,0.01,599333.7488,5993.337487999999
127560,Transformer,Central,0,0.235,622814.6781,146361.4493535
127561,Transformer,West,0,0.005,1002764.6609,5013.823304500001
127562,Substation,North,0,0.135,456027.2185,61563.674497500004
127563,Substation,West,1,0.93,1279861.0022,1190270.732046
127564,Transmission Line,Central,0,0.295,882843.3966,260438.80199699997
127565,Transformer,West,0,0.135,545998.3284,73709.774334
127566,Switchgear,North,1,0.825,982257.6806999999,810362.5865774999
127567,Substation,West,1,0.945,716052.0071,676669.1467095
127568,Substation,East,1,0.34,1285318.2479,437008.20428600005
127569,Circuit Breaker,East,1,0.895,1007686.4464,901879.369528
127570,Substation,South,1,0.735,580971.0714,427013.737479
127571,Substation,North,1,0.825,813047.51022,670764.1959315
127572,Substation,East,0,0.115,669120.4406,76948.850669
127573,Transmission Line,South,1,0.695,805403.95121,559755.74609095
127574,Switchgear,Central,0,0.625,1331041.7341,831901.0838125
127575,Transformer,North,0,0.325,525266.07649,170711.47485925
127576,Circuit Breaker,Central,0,0.075,1392658.7676,104449.40757
127577,Transmission Line,South,0,0.47,1111294.6544,522308.48756800004
127578,Switchgear,Central,0,0.345,462701.35699999996,159631.96816499997
127579,Substation,West,0,0.005,727807.293,3639.0364649999997
127580,Transformer,South,0,0.135,678977.5351,91661.9672385
127581,Switchgear,South,1,0.925,770481.5862,712695.4672350001
127582,Switchgear,North,1,0.93,141321.598433,131429.08654269003
127583,Switchgear,East,1,0.95,975200.1893,926440.179835
127584,Transformer,Central,1,0.82,703614.5165,576963.90353
127585,Substation,West,0,0.11,121501.9295,13365.212245
127586,Substation,Central,0,0.26,706228.7516000001,183619.47541600003
127587,Circuit Breaker,East,0,0.19,1029664.6135,195636.276565
127588,Circuit Breaker,South,1,0.93,569319.2793,529466.9297490001
127589,Substation,North,1,0.96,1179642.6581,1132456.9517759997
127590,Switchgear,East,0,0.085,540159.9833,45913.5985805
127591,Transformer,North,0,0.135,300615.9477,40583.1529395
127592,Circuit Breaker,South,1,0.985,576527.3795,567879.4688075001
127593,Switchgear,North,0,0.06,786077.6629,47164.659774
127594,Transformer,East,0,0.08,929210.1784000001,74336.814272
127595,Transmission Line,South,1,0.94,686393.8522,645210.221068
127596,Transformer,North,0,0.03,242119.42435,7263.582730499999
127597,Transformer,East,0,0.08,1013950.1495999999,81116.01196799999
127598,Transmission Line,West,0,0.25,1228640.7201999999,307160.18004999997
127599,Circuit Breaker,Central,0,0.15,1352709.4073,202906.41109500002
127600,Transformer,East,1,0.965,953978.3083,920589.0675095
127601,Transmission Line,Central,0,0.03,550808.37441,16524.2512323
127602,Transformer,North,1,0.885,615690.0179999999,544885.6659299999
127603,Transformer,North,0,0.245,1042512.7619,255415.6266655
127604,Substation,West,0,0.04,727553.0014,29102.120056
127605,Circuit Breaker,West,0,0.12,932189.1296,111862.69555199999
127606,Transformer,East,0,0.135,714453.787,96451.261245
127607,Switchgear,Central,0,0.28,655331.7948,183492.90254400004
127608,Switchgear,East,1,0.92,1333874.1328,1227164.202176
127609,Transformer,East,1,0.845,1133268.6034,957611.9698729999
127610,Transformer,North,0,0.32,895753.37,286641.0784
127611,Transformer,West,0,0.03,324525.39406,9735.7618218
127612,Circuit Breaker,West,1,0.965,929722.8119999999,897182.5135799999
127613,Transformer,Central,0,0.345,542345.3694,187109.15244299997
127614,Transformer,Central,0,0.3,472733.50940000004,141820.05282
127615,Transformer,East,0,0.01,854436.6655,8544.366655
127616,Transformer,South,1,0.84,1279325.0201,1074633.016884
127617,Circuit Breaker,Central,0,0.035,881270.5527,30844.4693445
127618,Substation,Central,0,0.07,937023.1708999999,65591.621963
127619,Circuit Breaker,East,0,0.19,701783.5753,133338.879307
127620,Circuit Breaker,South,0,0.355,1105187.1225,392341.4284875
127621,Transformer,South,0,0.085,803606.7484739999,68306.57362029
127622,Switchgear,East,0,0.265,921268.3488,244136.11243200002
127623,Transformer,South,1,0.94,1004362.1897,944100.458318
127624,Transmission Line,East,1,0.925,356554.87964,329813.263667
127625,Transmission Line,Central,1,0.78,1106301.2462,862914.972036
127626,Switchgear,East,1,0.975,890034.5716000001,867783.7073100001
127627,Substation,North,1,0.75,1099590.0037,824692.502775
127628,Transformer,South,0,0.18,440053.6087,79209.649566
127629,Circuit Breaker,North,0,0.06,820982.2415199999,49258.934491199994
127630,Transmission Line,East,0,0.015,925882.17484,13888.232622599999
127631,Switchgear,West,0,0.09,600407.1664,54036.644975999996
127632,Substation,East,1,0.88,681222.62266,599475.9079408
127633,Transformer,East,1,0.86,463538.1363,398642.797218
127634,Transmission Line,East,1,0.64,1387108.5862,887749.495168
127635,Circuit Breaker,North,0,0.2,1072553.3828999999,214510.67657999997
127636,Switchgear,South,0,0.18,844643.0717,152035.75290599998
127637,Circuit Breaker,West,1,0.83,536885.6151,445615.06053300004
127638,Transmission Line,South,1,0.72,451469.1566,325057.792752
127639,Transformer,South,1,0.67,734790.8666000001,492309.8806220001
127640,Substation,East,1,0.845,578718.4334,489017.07622299995
127641,Switchgear,West,0,0.035,1250432.4293,43765.1350255
127642,Transformer,East,0,0.04,350840.4191,14033.616764
127643,Circuit Breaker,South,1,0.965,1030961.1108,994877.4719219999
127644,Transmission Line,North,1,0.86,752690.9112,647314.183632
127645,Switchgear,North,0,0.175,1347989.4923,235898.1611525
127646,Substation,Central,1,0.965,1115468.4585,1076427.0624525
127647,Transmission Line,West,0,0.115,733979.5618,84407.649607
127648,Transformer,Central,1,0.83,594872.084,493743.82972
127649,Transmission Line,East,0,0.12,967822.2074,116138.66488799998
127650,Circuit Breaker,East,1,0.545,665987.9307,362963.42223150004
127651,Switchgear,East,0,0.245,199030.28607,48762.42008715
127652,Transformer,East,0,0.085,531404.6543,45169.395615500005
127653,Transformer,East,0,0.215,467727.79738,100561.4764367
127654,Transformer,Central,0,0.2,963676.7369,192735.34738000002
127655,Substation,East,0,0.835,276725.92449999996,231066.14695749996
127656,Substation,North,1,0.83,1066184.034,884932.74822
127657,Transmission Line,South,1,0.96,1048746.0705,1006796.2276799999
127658,Transmission Line,West,1,0.94,1234623.9206,1160546.485364
127659,Transformer,South,0,0.18,855508.4195000001,153991.51551
127660,Transformer,South,0,0.12,193238.65342000002,23188.638410400003
127661,Circuit Breaker,Central,1,0.875,402437.22919999994,352132.57554999995
127662,Circuit Breaker,South,0,0.51,1164910.2089,594104.206539
127663,Transformer,Central,1,0.085,584327.0366700001,49667.798116950005
127664,Substation,South,0,0.225,541151.0571999999,121758.98786999998
127665,Substation,North,0,0.11,452559.52838000003,49781.548121800006
127666,Circuit Breaker,South,1,0.68,1433549.1676,974813.4339680001
127667,Substation,East,0,0.265,1036807.7511,274754.0540415
127668,Switchgear,North,0,0.01,859083.0889000001,8590.830889
127669,Substation,East,0,0.08,722740.7252,57819.258016
127670,Transmission Line,North,0,0.215,363247.44792,78098.2013028
127671,Circuit Breaker,West,1,0.68,404212.81677,274864.7154036
127672,Transmission Line,South,1,0.13,516300.2901,67119.037713
127673,Transformer,East,0,0.045,559952.5028,25197.862626
127674,Substation,Central,0,0.065,702044.2409999999,45632.875665
127675,Switchgear,South,0,0.125,497472.87941,62184.10992625
127676,Switchgear,North,0,0.2,752729.6769000001,150545.93538
127677,Substation,West,1,0.93,1068592.6497,993791.164221
127678,Transmission Line,East,0,0.17,1061052.1323,180378.862491
127679,Substation,South,1,0.965,598983.1041,578018.6954564999
127680,Circuit Breaker,Central,0,0.23,830703.1978,191061.735494
127681,Transformer,West,0,0.03,836191.9008,25085.757024
127682,Transmission Line,West,1,0.775,322689.12407,250084.07115425004
127683,Transmission Line,East,0,0.3,951485.6624,285445.69872
127684,Circuit Breaker,East,0,0.265,366765.96987000003,97192.98201555
127685,Transmission Line,South,0,0.165,754128.73979,124431.24206535002
127686,Transformer,West,1,0.95,964655.7758,916422.9870099999
127687,Transmission Line,South,1,0.33,961831.5279999999,317404.40424
127688,Transformer,East,1,0.93,344712.34496,320582.48081280006
127689,Circuit Breaker,East,1,1.0,410862.3574,410862.3574
127690,Transmission Line,South,1,0.995,847152.8618000001,842917.0974910001
127691,Substation,North,1,0.63,673080.95704,424041.0029352
127692,Substation,West,1,0.8,823062.3608,658449.88864
127693,Switchgear,East,0,0.06,74875.95886,4492.5575315999995
127694,Switchgear,South,1,0.97,445393.17189999996,432031.37674299994
127695,Transmission Line,East,0,0.0,1065739.9039,0.0
127696,Switchgear,North,0,0.025,426815.99371,10670.399842750001
127697,Switchgear,East,1,0.81,377624.1311,305875.54619100003
127698,Substation,West,1,0.91,624095.4622,567926.8706019999
127699,Substation,South,0,0.18,427322.24182,76918.0035276
127700,Transmission Line,West,0,0.085,1393423.6584,118441.01096400002
127701,Transformer,Central,1,0.955,951307.05064,908498.2333612
127702,Substation,North,1,0.91,378899.95608000003,344798.96003280004
127703,Switchgear,South,0,0.005,993627.5885899999,4968.13794295
127704,Transformer,Central,1,0.815,725645.0666,591400.729279
127705,Transformer,South,0,0.03,793591.52734,23807.7458202
127706,Circuit Breaker,North,1,0.945,1246354.2108,1177804.729206
127707,Circuit Breaker,South,1,0.455,1078476.5304,490706.821332
127708,Substation,North,1,0.78,715346.4387,557970.2221860001
127709,Switchgear,North,0,0.1,645301.5671999999,64530.15672
127710,Transmission Line,North,0,0.465,833673.9209,387658.37321850006
127711,Circuit Breaker,North,1,0.995,436730.6693,434547.0159535
127712,Switchgear,South,0,0.005,593286.4739440001,2966.4323697200007
127713,Substation,North,0,0.23,593178.45187,136431.04393010002
127714,Transmission Line,West,1,0.785,133899.04926200002,105110.75367067002
127715,Switchgear,West,0,0.185,366377.85548,67779.9032638
127716,Transmission Line,North,1,0.78,968913.5068000001,755752.5353040001
127717,Transformer,West,1,0.83,1065524.3238,884385.1887539999
127718,Transmission Line,South,1,0.945,530516.2737,501337.8786465
127719,Transmission Line,West,1,0.76,1081063.4843,821608.248068
127720,Transformer,East,0,0.035,296773.3287,10387.066504500002
127721,Transformer,East,0,0.42,478717.01608,201061.14675359998
127722,Substation,Central,1,0.9,780420.7932000001,702378.71388
127723,Transformer,Central,0,0.085,725407.1587,61659.60848950001
127724,Transmission Line,East,1,0.88,678629.7704,597194.1979520001
127725,Circuit Breaker,North,1,0.67,745704.8086,499622.221762
127726,Transformer,North,1,0.78,647754.8448999999,505248.779022
127727,Transmission Line,Central,1,0.9,269891.824449,242902.64200410002
127728,Substation,West,0,0.0,787506.2681,0.0
127729,Transformer,West,0,0.125,845981.9116,105747.73895
127730,Switchgear,Central,1,0.885,524993.1142000001,464618.90606700006
127731,Transformer,Central,0,0.015,1017577.5675,15263.6635125
127732,Circuit Breaker,Central,0,0.035,1316562.3711,46079.68298850001
127733,Circuit Breaker,Central,1,0.88,619087.8970100001,544797.3493688001
127734,Transmission Line,East,0,0.0,799802.0035,0.0
127735,Circuit Breaker,West,0,0.085,1143238.854,97175.30259
127736,Circuit Breaker,North,0,0.1,924689.93772,92468.99377200002
127737,Transformer,Central,1,0.795,1005781.1559,799596.0189405001
127738,Substation,South,0,0.27,1094019.6065,295385.293755
127739,Transformer,Central,1,0.935,721696.5751,674786.2977185
127740,Substation,East,0,0.025,882327.2816000001,22058.182040000003
127741,Transformer,North,1,0.775,265123.12202,205470.41956550002
127742,Substation,East,1,0.765,604857.9081,462716.2996965
127743,Transmission Line,North,1,0.925,942994.1963899999,872269.63166075
127744,Transmission Line,East,0,0.02,615049.5689000001,12300.991378000002
127745,Circuit Breaker,North,0,0.07,77404.62603,5418.3238221
127746,Switchgear,South,0,0.05,790222.4031,39511.120155000004
127747,Transformer,West,1,0.955,495702.11710000003,473395.5218305
127748,Circuit Breaker,North,0,0.015,767989.9831,11519.849746499998
127749,Transformer,West,1,0.915,1085598.0038,993322.1734770001
127750,Switchgear,West,1,0.885,999200.5149999999,884292.4557749999
127751,Substation,West,1,0.83,204778.98868,169966.5606044
127752,Transmission Line,North,0,0.065,65226.883700000006,4239.7474405
127753,Switchgear,North,1,0.925,473653.3591,438129.3571675
127754,Switchgear,North,0,0.055,1392770.5281,76602.3790455
127755,Circuit Breaker,East,0,0.13,958676.7226000001,124627.97393800001
127756,Switchgear,North,1,0.94,1096742.2776000001,1030937.7409440001
127757,Switchgear,East,1,0.97,1049630.7329000002,1018141.8109130001
127758,Transmission Line,West,0,0.19,1348239.9932,256165.59870799998
127759,Transformer,South,0,0.01,505529.8236,5055.2982360000005
127760,Transmission Line,South,0,0.01,845214.2531000001,8452.142531000001
127761,Transmission Line,West,1,0.93,1313364.9271,1221429.3822030001
127762,Transformer,South,0,0.055,1143432.2628000001,62888.774454000006
127763,Transformer,West,0,0.21,687384.6542,144350.777382
127764,Transformer,South,1,0.25,1193450.9436,298362.7359
127765,Transmission Line,East,1,0.78,818738.7976,638616.262128
127766,Transformer,South,1,0.97,899442.3840999999,872459.1125769999
127767,Substation,East,0,0.06,597755.3410799999,35865.320464799996
127768,Substation,West,1,0.935,964608.179,901908.6473650001
127769,Substation,Central,0,0.175,1156273.3908000002,202347.84339000002
127770,Substation,South,0,0.02,928056.5673,18561.131346000002
127771,Switchgear,South,1,0.845,740116.97871,625398.84700995
127772,Transformer,Central,0,0.04,621196.1357,24847.845428
127773,Substation,West,0,0.2,312535.54980000004,62507.10996000001
127774,Switchgear,South,1,0.84,655422.9971,550555.317564
127775,Circuit Breaker,South,0,0.5,843969.9658,421984.9829
127776,Transformer,North,0,0.06,662391.4591999999,39743.48755199999
127777,Switchgear,East,1,0.615,400174.66412000003,246107.41843380002
127778,Switchgear,South,1,0.76,409194.8283,310988.069508
127779,Transmission Line,East,1,0.41,405284.36565000005,166166.5899165
127780,Circuit Breaker,East,0,0.065,705341.9785,45847.2286025
127781,Switchgear,West,1,0.885,477712.91469999996,422775.9295095
127782,Transformer,Central,0,0.105,351779.60321,36936.85833705
127783,Transmission Line,Central,0,0.05,157736.66495,7886.833247500001
127784,Switchgear,East,0,0.03,556615.61426,16698.4684278
127785,Switchgear,Central,0,0.125,1090682.3453,136335.2931625
127786,Circuit Breaker,West,1,0.91,44916.05395,40873.6090945
127787,Switchgear,North,0,0.165,851619.3868,140517.198822
127788,Substation,North,0,0.015,1275408.0015,19131.1200225
127789,Circuit Breaker,Central,1,0.8,199931.24057999998,159944.992464
127790,Circuit Breaker,West,0,0.035,399139.47341,13969.88156935
127791,Switchgear,Central,0,0.535,1078025.1347,576743.4470645001
127792,Transformer,South,0,0.01,1282499.0922,12824.990922
127793,Circuit Breaker,Central,0,0.05,814074.6962,40703.73481
127794,Circuit Breaker,Central,0,0.245,755183.1518999999,185019.87221549999
127795,Circuit Breaker,Central,0,0.05,539133.9033,26956.695165
127796,Transformer,East,1,0.8,759152.4961,607321.99688
127797,Substation,South,0,0.22,519477.321,114285.01062
127798,Transformer,South,1,0.765,807718.4747,617904.6331455
127799,Transformer,South,0,0.01,1388018.9514,13880.189514
127800,Circuit Breaker,East,0,0.115,660297.9416,75934.263284
127801,Transmission Line,West,0,0.04,1239632.2821,49585.291284
